level,unit,season,metric,variant,group,n,mean,median,sd,ci_lo,ci_hi
country,FI,JFM,tmin_mean,anom_dt,neutral,29,0.2751,-0.0085,2.5001,-0.5861,1.1718
country,FI,JFM,tmin_mean,anom_dt,lanina,25,0.0075,-0.0390,2.7824,-1.0473,1.0555
country,FI,NDJFM,frost_days,value,super,3,126.8182,128.8462,10.6746,100.3010,153.3354
country,FI,NDJFM,frost_days,value,elnino,20,131.4472,132.6378,9.5458,127.2362,135.4188
country,FI,NDJFM,frost_days,value,neutral,29,133.0725,134.1818,9.1522,129.6587,136.1513
country,FI,NDJFM,frost_days,value,lanina,25,133.8530,134.4095,8.2647,130.7057,136.9564
country,FI,NDJFM,frost_days,anom,super,3,-2.9986,-0.7285,10.3544,-28.7202,22.7231
country,FI,NDJFM,frost_days,anom,elnino,20,2.2423,2.8390,9.7442,-1.9766,6.3506
country,FI,NDJFM,frost_days,anom,neutral,29,4.3721,5.9680,9.3263,0.9098,7.5418
country,FI,NDJFM,frost_days,anom,lanina,25,4.5467,4.5603,8.3314,1.4655,7.6683
country,FI,NDJFM,frost_days,anom_dt,super,3,-4.4243,-6.1844,8.1497,-24.6692,15.8207
country,FI,NDJFM,frost_days,anom_dt,elnino,20,-1.0849,-2.2356,8.0019,-4.5018,2.4213
country,FI,NDJFM,frost_days,anom_dt,neutral,29,-0.7348,0.6525,7.7337,-3.5550,1.9502
country,FI,NDJFM,frost_days,anom_dt,lanina,25,1.4168,3.4318,8.0085,-1.5727,4.4651
country,FI,NDJFM,ice_days,value,super,3,77.5016,72.6154,12.3840,46.7381,108.2652
country,FI,NDJFM,ice_days,value,elnino,20,87.9971,94.0833,20.4014,79.0969,96.5319
country,FI,NDJFM,ice_days,value,neutral,29,89.9389,93.3120,16.8047,83.8699,95.8334
country,FI,NDJFM,ice_days,value,lanina,25,89.8746,89.3025,14.4782,84.1941,95.4535
country,FI,NDJFM,ice_days,anom,super,3,-4.4723,-8.7797,11.3980,-32.7865,23.8419
country,FI,NDJFM,ice_days,anom,elnino,20,6.2316,12.1256,20.1788,-2.4719,14.7917
country,FI,NDJFM,ice_days,anom,neutral,29,8.4197,11.5890,16.7027,2.5130,14.3136
country,FI,NDJFM,ice_days,anom,lanina,25,7.6322,7.9074,14.2399,1.9974,13.1183
country,FI,NDJFM,ice_days,anom_dt,super,3,-8.1556,-10.3382,11.8642,-37.6278,21.3166
country,FI,NDJFM,ice_days,anom_dt,elnino,20,-0.5025,1.4199,17.6820,-8.3709,6.7952
country,FI,NDJFM,ice_days,anom_dt,neutral,29,-0.8748,0.0335,14.4232,-6.1501,4.1845
country,FI,NDJFM,ice_days,anom_dt,lanina,25,1.3965,2.5197,14.2161,-4.1847,6.6772
country,FI,NDJFM,precip,value,super,3,223.8981,225.6143,13.9776,189.1758,258.6205
country,FI,NDJFM,precip,value,elnino,20,187.8650,184.4286,39.2532,171.8114,205.2139
country,FI,NDJFM,precip,value,neutral,29,190.5250,193.2250,35.6825,177.9399,203.1642
country,FI,NDJFM,precip,value,lanina,25,194.0891,194.0833,35.8612,180.4352,207.8504
country,FI,NDJFM,precip,anom,super,3,22.7814,25.9957,8.8153,0.8829,44.6799
country,FI,NDJFM,precip,anom,elnino,20,-14.6502,-19.8900,35.9897,-29.2303,1.4410
country,FI,NDJFM,precip,anom,neutral,29,-15.2458,-15.6738,32.0316,-26.2484,-3.5741
country,FI,NDJFM,precip,anom,lanina,25,-8.7756,-6.9614,33.4880,-21.8360,3.8655
country,FI,NDJFM,precip,anom_dt,super,3,28.8919,26.4606,19.5921,-19.7776,77.5615
country,FI,NDJFM,precip,anom_dt,elnino,20,-3.5574,-5.6850,34.6505,-18.1339,11.6392
country,FI,NDJFM,precip,anom_dt,neutral,29,0.0327,-3.8277,33.9622,-11.8222,12.2973
country,FI,NDJFM,precip,anom_dt,lanina,25,1.5965,4.9190,34.0752,-11.2522,13.9319
country,FI,NDJFM,precip_days,value,super,3,53.4835,53.3077,1.5788,49.5616,57.4054
country,FI,NDJFM,precip_days,value,elnino,20,46.5631,47.0143,7.6933,43.1669,49.7500
country,FI,NDJFM,precip_days,value,neutral,29,46.4976,46.1429,6.5893,44.2111,48.9560
country,FI,NDJFM,precip_days,value,lanina,25,47.3282,47.7143,6.9892,44.6035,49.8842
country,FI,NDJFM,precip_days,anom,super,3,5.7143,5.1429,1.3777,2.2920,9.1366
country,FI,NDJFM,precip_days,anom,elnino,20,-1.3403,-1.0000,7.2205,-4.4397,1.6736
country,FI,NDJFM,precip_days,anom,neutral,29,-1.8124,-2.4286,6.4591,-4.0911,0.5011
country,FI,NDJFM,precip_days,anom,lanina,25,-0.6188,-0.4286,6.9024,-3.3346,1.9866
country,FI,NDJFM,precip_days,anom_dt,super,3,6.2837,6.7449,1.4698,2.6325,9.9349
country,FI,NDJFM,precip_days,anom_dt,elnino,20,-0.2007,0.1772,7.3515,-3.2832,2.8351
country,FI,NDJFM,precip_days,anom_dt,neutral,29,-0.2477,-1.3944,6.5955,-2.5787,2.1491
country,FI,NDJFM,precip_days,anom_dt,lanina,25,0.4395,0.1078,6.9071,-2.3034,3.0807
country,FI,NDJFM,rain_on_snow_days,value,super,3,7.7461,7.5780,1.2553,4.6278,10.8643
country,FI,NDJFM,rain_on_snow_days,value,elnino,20,5.3101,5.5833,2.4189,4.2328,6.3406
country,FI,NDJFM,rain_on_snow_days,value,neutral,29,5.7311,5.5000,2.2652,4.9366,6.5409
country,FI,NDJFM,rain_on_snow_days,value,lanina,25,5.2121,5.0000,2.2637,4.3642,6.1002
country,FI,NDJFM,rain_on_snow_days,anom,super,3,2.0252,2.0296,1.0000,-0.4590,4.5093
country,FI,NDJFM,rain_on_snow_days,anom,elnino,20,-0.6097,-0.1199,2.2810,-1.6392,0.3525
country,FI,NDJFM,rain_on_snow_days,anom,neutral,29,-0.3211,-0.6913,2.1122,-1.0532,0.4432
country,FI,NDJFM,rain_on_snow_days,anom,lanina,25,-0.7245,-1.0907,2.1457,-1.5448,0.1089
country,FI,NDJFM,rain_on_snow_days,anom_dt,super,3,1.7789,1.5557,1.4236,-1.7576,5.3153
country,FI,NDJFM,rain_on_snow_days,anom_dt,elnino,20,-0.3451,0.0506,2.1407,-1.2760,0.5565
country,FI,NDJFM,rain_on_snow_days,anom_dt,neutral,29,0.1467,-0.2330,2.1671,-0.6299,0.9430
country,FI,NDJFM,rain_on_snow_days,anom_dt,lanina,25,-0.4788,-0.9624,2.3359,-1.3763,0.4444
country,FI,NDJFM,snow_cover_days,value,super,3,123.7103,123.5385,10.2882,98.1529,149.2677
country,FI,NDJFM,snow_cover_days,value,elnino,20,128.3329,128.2473,11.5363,123.2756,133.1003
country,FI,NDJFM,snow_cover_days,value,neutral,29,129.4811,130.0000,10.3926,125.6562,133.0262
country,FI,NDJFM,snow_cover_days,value,lanina,25,131.9098,133.0061,9.3612,128.3689,135.4269
country,FI,NDJFM,snow_cover_days,anom,super,3,-2.9680,-1.1377,11.4274,-31.3553,25.4192
country,FI,NDJFM,snow_cover_days,anom,elnino,20,2.4300,4.3865,11.6427,-2.5679,7.1591
country,FI,NDJFM,snow_cover_days,anom,neutral,29,4.6497,5.8924,10.6125,0.7261,8.3029
country,FI,NDJFM,snow_cover_days,anom,lanina,25,5.8471,5.7194,9.3237,2.1918,9.3877
country,FI,NDJFM,snow_cover_days,anom_dt,super,3,-5.8139,-8.6049,8.4463,-26.7957,15.1680
country,FI,NDJFM,snow_cover_days,anom_dt,elnino,20,-1.9188,-2.3580,11.1438,-6.7106,2.7234
country,FI,NDJFM,snow_cover_days,anom_dt,neutral,29,-1.7266,-3.0844,9.2701,-5.1858,1.5154
country,FI,NDJFM,snow_cover_days,anom_dt,lanina,25,1.7678,3.4619,8.9349,-1.7296,5.1250
country,FI,NDJFM,snow_depth,value,super,3,26.2745,26.3348,0.3678,25.3609,27.1880
country,FI,NDJFM,snow_depth,value,elnino,20,29.6485,28.1118,6.4516,27.0888,32.5431
country,FI,NDJFM,snow_depth,value,neutral,29,29.3880,30.1843,7.1575,26.9707,31.9578
country,FI,NDJFM,snow_depth,value,lanina,25,29.9749,29.0814,7.2226,27.2941,32.7869
country,FI,NDJFM,snow_depth,anom,super,3,0.0125,1.0339,3.0210,-7.4922,7.5172
country,FI,NDJFM,snow_depth,anom,elnino,20,2.5134,1.5922,6.3795,-0.0672,5.3752
country,FI,NDJFM,snow_depth,anom,neutral,29,2.1471,2.2099,6.6090,-0.1678,4.5000
country,FI,NDJFM,snow_depth,anom,lanina,25,2.1854,1.2716,6.8751,-0.3939,4.8609
country,FI,NDJFM,snow_depth,anom_dt,super,3,-2.1763,-2.4261,0.9871,-4.6285,0.2759
country,FI,NDJFM,snow_depth,anom_dt,elnino,20,0.0835,-0.6091,6.2907,-2.4901,2.9107
country,FI,NDJFM,snow_depth,anom_dt,neutral,29,-0.6830,-1.1647,6.7750,-3.0649,1.7956
country,FI,NDJFM,snow_depth,anom_dt,lanina,25,0.4514,0.2100,6.8679,-2.0333,3.2429
country,FI,NDJFM,snow_max,value,super,3,53.9255,54.6667,2.1162,48.6687,59.1824
country,FI,NDJFM,snow_max,value,elnino,20,59.6960,55.3462,10.2478,55.4271,64.3923
country,FI,NDJFM,snow_max,value,neutral,29,58.9935,58.1667,10.1709,55.3395,62.6913
country,FI,NDJFM,snow_max,value,lanina,25,60.6580,61.3333,11.1769,56.2808,65.0532
country,FI,NDJFM,snow_max,anom,super,3,0.3708,-0.8197,3.9236,-9.3760,10.1175
country,FI,NDJFM,snow_max,anom,elnino,20,3.7530,1.3651,9.2690,-0.0155,7.8376
country,FI,NDJFM,snow_max,anom,neutral,29,2.5620,3.0374,9.8012,-0.9599,6.1044
country,FI,NDJFM,snow_max,anom,lanina,25,3.7146,5.1803,10.4763,-0.3696,7.8557
country,FI,NDJFM,snow_max,anom_dt,super,3,-3.6112,-2.0883,3.1671,-11.4788,4.2565
country,FI,NDJFM,snow_max,anom_dt,elnino,20,0.7449,-1.5006,9.5454,-3.2733,4.8445
country,FI,NDJFM,snow_max,anom_dt,neutral,29,-0.8443,-0.1984,9.3032,-3.9735,2.5233
country,FI,NDJFM,snow_max,anom_dt,lanina,25,1.6929,2.7785,10.1484,-2.2305,5.4564
country,FI,NDJFM,thaw_days,value,super,3,72.4512,76.7692,13.2476,39.5424,105.3600
country,FI,NDJFM,thaw_days,value,elnino,20,62.0235,56.2692,20.2591,53.3808,71.1970
country,FI,NDJFM,thaw_days,value,neutral,29,59.9798,55.6880,16.7333,54.1586,66.1850
country,FI,NDJFM,thaw_days,value,lanina,25,59.9786,59.6165,14.4327,54.4858,65.7686
country,FI,NDJFM,thaw_days,anom,super,3,4.6060,8.3426,12.2711,-25.8772,35.0891
country,FI,NDJFM,thaw_days,anom,elnino,20,-6.0479,-11.8716,20.0406,-14.6583,2.5725
country,FI,NDJFM,thaw_days,anom,neutral,29,-8.3408,-12.5550,16.6294,-14.0157,-2.1744
country,FI,NDJFM,thaw_days,anom,lanina,25,-7.6195,-8.8102,14.2332,-12.8165,-2.0294
country,FI,NDJFM,thaw_days,anom_dt,super,3,8.2330,11.7792,12.1972,-22.0666,38.5326
country,FI,NDJFM,thaw_days,anom_dt,elnino,20,0.6088,-1.7012,17.5224,-6.6303,8.1714
country,FI,NDJFM,thaw_days,anom_dt,neutral,29,0.8610,0.0454,14.3325,-4.3059,6.0594
country,FI,NDJFM,thaw_days,anom_dt,lanina,25,-1.4620,-3.2265,14.2908,-6.7984,4.1124
country,FI,NDJFM,tmax_mean,value,super,3,-1.6880,-1.2783,1.1302,-4.4956,1.1197
country,FI,NDJFM,tmax_mean,value,elnino,20,-2.8511,-3.0471,2.3454,-3.8692,-1.9009
country,FI,NDJFM,tmax_mean,value,neutral,29,-2.9783,-3.1602,1.7162,-3.5905,-2.3554
country,FI,NDJFM,tmax_mean,value,lanina,25,-2.8280,-2.9300,1.7092,-3.5203,-2.1904
country,FI,NDJFM,tmax_mean,anom,super,3,0.2600,0.6151,1.0377,-2.3177,2.8377
country,FI,NDJFM,tmax_mean,anom,elnino,20,-0.9123,-1.0945,2.3246,-1.9296,0.0499
country,FI,NDJFM,tmax_mean,anom,neutral,29,-1.0611,-1.2666,1.6924,-1.6568,-0.4678
country,FI,NDJFM,tmax_mean,anom,lanina,25,-0.8432,-1.0365,1.6739,-1.4705,-0.2035
country,FI,NDJFM,tmax_mean,anom_dt,super,3,0.7740,0.8245,1.1085,-1.9796,3.5276
country,FI,NDJFM,tmax_mean,anom_dt,elnino,20,-0.0364,-0.0794,2.1238,-0.9492,0.8356
country,FI,NDJFM,tmax_mean,anom_dt,neutral,29,0.1169,0.3350,1.4374,-0.3960,0.6308
country,FI,NDJFM,tmax_mean,anom_dt,lanina,25,-0.0160,0.2020,1.5370,-0.6058,0.5627
country,FI,NDJFM,tmean,value,super,3,-4.9712,-4.6406,1.5106,-8.7238,-1.2186
country,FI,NDJFM,tmean,value,elnino,20,-6.1220,-6.5157,2.6248,-7.2553,-5.0161
country,FI,NDJFM,tmean,value,neutral,29,-6.2990,-6.5585,1.9270,-6.9799,-5.5889
country,FI,NDJFM,tmean,value,lanina,25,-6.1589,-6.2675,1.9939,-6.9510,-5.3890
country,FI,NDJFM,tmean,anom,super,3,0.2204,0.4867,1.4058,-3.2719,3.7127
country,FI,NDJFM,tmean,anom,elnino,20,-0.9292,-1.3144,2.5961,-2.0307,0.1776
country,FI,NDJFM,tmean,anom,neutral,29,-1.1300,-1.2210,1.9031,-1.7748,-0.4476
country,FI,NDJFM,tmean,anom,lanina,25,-0.9078,-0.9300,1.9404,-1.6752,-0.1676
country,FI,NDJFM,tmean,anom_dt,super,3,0.7826,1.1577,1.3352,-2.5342,4.0995
country,FI,NDJFM,tmean,anom_dt,elnino,20,0.0234,0.1296,2.3477,-0.9892,1.0125
country,FI,NDJFM,tmean,anom_dt,neutral,29,0.1508,0.3889,1.6632,-0.4194,0.7522
country,FI,NDJFM,tmean,anom_dt,lanina,25,-0.0185,0.4418,1.8098,-0.7384,0.6601
country,FI,NDJFM,tmin_mean,value,super,3,-8.5924,-8.5258,1.8124,-13.0947,-4.0902
country,FI,NDJFM,tmin_mean,value,elnino,20,-9.9237,-10.0447,2.9344,-11.1575,-8.6984
country,FI,NDJFM,tmin_mean,value,neutral,29,-10.1987,-10.4010,2.2824,-10.9757,-9.4082
country,FI,NDJFM,tmin_mean,value,lanina,25,-9.9661,-10.0777,2.3249,-10.8475,-9.0829
country,FI,NDJFM,tmin_mean,anom,super,3,0.1968,0.1931,1.7058,-4.0407,4.4343
country,FI,NDJFM,tmin_mean,anom,elnino,20,-1.1247,-1.3258,2.8931,-2.3725,0.1018
country,FI,NDJFM,tmin_mean,anom,neutral,29,-1.4323,-1.4530,2.2487,-2.1943,-0.6386
country,FI,NDJFM,tmin_mean,anom,lanina,25,-1.0982,-1.1682,2.2616,-1.9733,-0.2369
country,FI,NDJFM,tmin_mean,anom_dt,super,3,0.8752,1.5022,1.4521,-2.7321,4.4825
country,FI,NDJFM,tmin_mean,anom_dt,elnino,20,0.0464,0.1032,2.5541,-1.0442,1.1026
country,FI,NDJFM,tmin_mean,anom_dt,neutral,29,0.1497,0.1205,1.9491,-0.5415,0.8704
country,FI,NDJFM,tmin_mean,anom_dt,lanina,25,-0.0036,0.2641,2.0657,-0.8314,0.7664
country,IS,DJF,frost_days,value,super,3,65.1944,65.3333,3.1273,57.4258,72.9631
country,IS,DJF,frost_days,value,elnino,20,61.0500,61.8750,11.8690,55.7995,65.9546
country,IS,DJF,frost_days,value,neutral,29,59.8420,60.7500,10.1047,56.1867,63.3076
country,IS,DJF,frost_days,value,lanina,25,61.8333,62.0000,9.3876,58.1465,65.4736
country,IS,DJF,frost_days,anom,super,3,7.6668,9.2223,5.5008,-5.9981,21.3316
country,IS,DJF,frost_days,anom,elnino,20,2.9557,2.3890,12.5057,-2.5947,8.1394
country,IS,DJF,frost_days,anom,neutral,29,0.9290,1.2223,9.6015,-2.5136,4.3254
country,IS,DJF,frost_days,anom,lanina,25,4.0621,5.2223,9.1167,0.5018,7.5168
country,IS,DJF,frost_days,anom_dt,super,3,5.1784,6.1288,3.8052,-4.2744,14.6311
country,IS,DJF,frost_days,anom_dt,elnino,20,0.2838,0.0493,11.7263,-5.1922,5.1696
country,IS,DJF,frost_days,anom_dt,neutral,29,-1.9402,-1.4245,8.9458,-5.1847,1.2194
country,IS,DJF,frost_days,anom_dt,lanina,25,1.2799,1.1493,8.5142,-2.0367,4.5060
country,IS,DJF,ice_days,value,super,3,21.5892,17.6667,8.0522,1.5866,41.5919
country,IS,DJF,ice_days,value,elnino,20,22.8750,17.4167,10.0170,18.7873,27.1126
country,IS,DJF,ice_days,value,neutral,29,22.2960,24.2500,9.0488,18.9537,25.4372
country,IS,DJF,ice_days,value,lanina,25,22.1800,22.2500,7.5860,19.2863,25.0868
country,IS,DJF,ice_days,anom,super,3,4.1783,1.3557,8.5892,-17.1584,25.5151
country,IS,DJF,ice_days,anom,elnino,20,4.7057,1.0223,9.0434,0.9553,8.5223
country,IS,DJF,ice_days,anom,neutral,29,4.0108,4.3557,8.3649,0.8381,6.8729
country,IS,DJF,ice_days,anom,lanina,25,4.5957,4.6890,7.3356,1.8623,7.4357
country,IS,DJF,ice_days,anom_dt,super,3,0.5758,1.1860,6.4628,-15.4787,16.6302
country,IS,DJF,ice_days,anom_dt,elnino,20,0.7107,0.6707,8.7193,-3.1525,4.3977
country,IS,DJF,ice_days,anom_dt,neutral,29,-1.1720,0.5168,7.8609,-4.0801,1.6961
country,IS,DJF,ice_days,anom_dt,lanina,25,0.4245,0.2730,6.1125,-1.8946,2.7728
country,IS,DJF,precip,value,super,2,263.8167,263.8167,10.1588,172.5438,355.0896
country,IS,DJF,precip,value,elnino,12,264.9577,247.5833,85.2741,221.8533,313.8030
country,IS,DJF,precip,value,neutral,23,272.0932,265.4667,66.2947,246.5400,300.5671
country,IS,DJF,precip,value,lanina,13,277.0454,272.1000,60.5658,246.6719,308.5761
country,IS,DJF,precip,anom_dt,super,2,-39.5912,-39.5912,28.9638,-299.8206,220.6383
country,IS,DJF,precip,anom_dt,elnino,12,-9.1154,-19.4658,81.9111,-52.2229,37.5767
country,IS,DJF,precip,anom_dt,neutral,23,3.9368,11.5523,60.4342,-18.9979,28.2277
country,IS,DJF,precip,anom_dt,lanina,13,0.2645,-9.6747,60.5198,-31.3315,32.8564
country,IS,DJF,precip_days,value,super,2,40.5000,40.5000,4.9497,-3.9717,84.9717
country,IS,DJF,precip_days,value,elnino,12,39.9916,39.3333,9.2642,35.0107,45.0281
country,IS,DJF,precip_days,value,neutral,23,41.2353,41.6667,8.5400,37.8842,44.8763
country,IS,DJF,precip_days,value,lanina,13,43.5051,43.6667,6.6702,40.1019,47.0614
country,IS,DJF,precip_days,anom_dt,super,2,-4.1517,-4.1517,6.9914,-66.9669,58.6636
country,IS,DJF,precip_days,anom_dt,elnino,12,-1.4577,-3.5323,9.2390,-6.2891,3.5598
country,IS,DJF,precip_days,anom_dt,neutral,23,-0.0879,0.4447,7.3500,-2.9536,2.8427
country,IS,DJF,precip_days,anom_dt,lanina,13,1.6929,0.3317,6.8564,-1.6960,5.3670
country,IS,DJF,thaw_days,value,super,3,66.6311,71.0000,8.8979,44.5275,88.7347
country,IS,DJF,thaw_days,value,elnino,20,66.1208,70.3750,10.5709,61.8208,70.5295
country,IS,DJF,thaw_days,value,neutral,29,66.5345,65.5000,9.1111,63.4075,69.8133
country,IS,DJF,thaw_days,value,lanina,25,66.7433,67.2500,7.6812,63.7867,69.7200
country,IS,DJF,thaw_days,anom,super,3,-4.3363,-1.7333,9.1854,-27.1542,18.4815
country,IS,DJF,thaw_days,anom,elnino,20,-4.7500,-2.0667,9.6824,-8.8667,-0.6496
country,IS,DJF,thaw_days,anom,neutral,29,-4.2736,-5.0667,8.4667,-7.2397,-1.1813
country,IS,DJF,thaw_days,anom,lanina,25,-4.7200,-4.4000,7.4464,-7.5337,-1.7863
country,IS,DJF,thaw_days,anom_dt,super,3,-1.3143,-1.6253,7.1548,-19.0878,16.4593
country,IS,DJF,thaw_days,anom_dt,elnino,20,-0.6186,-1.4503,9.2551,-4.5226,3.3607
country,IS,DJF,thaw_days,anom_dt,neutral,29,1.1491,0.1237,7.8908,-1.5241,3.9240
country,IS,DJF,thaw_days,anom_dt,lanina,25,-0.4129,-0.4173,6.1232,-2.8398,1.9613
country,IS,DJF,tmax_mean,value,super,3,2.4750,2.2007,0.5896,1.0103,3.9396
country,IS,DJF,tmax_mean,value,elnino,20,2.5460,2.9641,1.4905,1.9207,3.1741
country,IS,DJF,tmax_mean,value,neutral,29,2.5347,2.2738,1.1281,2.1318,2.9561
country,IS,DJF,tmax_mean,value,lanina,25,2.6825,2.4678,0.9846,2.3218,3.0753
country,IS,DJF,tmax_mean,anom,super,3,-0.7867,-1.1253,0.6631,-2.4338,0.8605
country,IS,DJF,tmax_mean,anom,elnino,20,-0.6241,-0.2683,1.3815,-1.2258,-0.0028
country,IS,DJF,tmax_mean,anom,neutral,29,-0.6235,-0.7550,1.0339,-0.9843,-0.2500
country,IS,DJF,tmax_mean,anom,lanina,25,-0.5543,-0.5747,0.9544,-0.9277,-0.1906
country,IS,DJF,tmax_mean,anom_dt,super,3,-0.3113,-0.3362,0.7708,-2.2262,1.6036
country,IS,DJF,tmax_mean,anom_dt,elnino,20,-0.0702,-0.1572,1.3454,-0.6391,0.5150
country,IS,DJF,tmax_mean,anom_dt,neutral,29,0.0823,0.0257,1.0176,-0.2701,0.4592
country,IS,DJF,tmax_mean,anom_dt,lanina,25,0.0278,-0.0783,0.8146,-0.2695,0.3526
country,IS,DJF,tmean,value,super,3,-0.4198,-0.7862,0.6873,-2.1271,1.2874
country,IS,DJF,tmean,value,elnino,20,-0.1959,0.0671,1.3612,-0.7681,0.3951
country,IS,DJF,tmean,value,neutral,29,-0.0620,-0.0418,1.1299,-0.4656,0.3712
country,IS,DJF,tmean,value,lanina,25,-0.1367,0.0005,0.9391,-0.4806,0.2419
country,IS,DJF,tmean,anom,super,3,-0.8182,-1.1847,0.6876,-2.5264,0.8899
country,IS,DJF,tmean,anom,elnino,20,-0.5944,-0.3316,1.3612,-1.1687,-0.0147
country,IS,DJF,tmean,anom,neutral,29,-0.4612,-0.4400,1.1167,-0.8631,-0.0331
country,IS,DJF,tmean,anom,lanina,25,-0.5176,-0.3982,0.9039,-0.8593,-0.1698
country,IS,DJF,tmean,anom_dt,super,3,-0.4577,-0.5755,0.7564,-2.3367,1.4214
country,IS,DJF,tmean,anom_dt,elnino,20,-0.0956,-0.2135,1.2814,-0.6326,0.4865
country,IS,DJF,tmean,anom_dt,neutral,29,0.1458,0.0713,1.0643,-0.2336,0.5366
country,IS,DJF,tmean,anom_dt,lanina,25,-0.0342,-0.2298,0.8229,-0.3294,0.2982
country,IS,DJF,tmin_mean,value,super,3,-2.6163,-2.1455,0.9053,-4.8652,-0.3673
country,IS,DJF,tmin_mean,value,elnino,20,-2.5054,-2.3455,1.4667,-3.1648,-1.8827
country,IS,DJF,tmin_mean,value,neutral,29,-2.5222,-2.6530,1.3721,-3.0135,-2.0203
country,IS,DJF,tmin_mean,value,lanina,25,-2.5251,-2.5335,1.1805,-2.9742,-2.0767
country,IS,DJF,tmin_mean,anom,super,3,-0.7056,-0.4757,0.8907,-2.9182,1.5071
country,IS,DJF,tmin_mean,anom,elnino,20,-0.4974,-0.5572,1.2900,-1.0599,0.0701
country,IS,DJF,tmin_mean,anom,neutral,29,-0.4153,-0.5533,1.1873,-0.8358,0.0050
country,IS,DJF,tmin_mean,anom,lanina,25,-0.5945,-0.4253,0.9977,-0.9780,-0.2287
country,IS,DJF,tmin_mean,anom_dt,super,3,-0.3202,-0.4257,0.6257,-1.8745,1.2341
country,IS,DJF,tmin_mean,anom_dt,elnino,20,-0.0271,-0.1267,1.2849,-0.5791,0.5513
country,IS,DJF,tmin_mean,anom_dt,neutral,29,0.1775,0.2162,1.1791,-0.2432,0.5926
country,IS,DJF,tmin_mean,anom_dt,lanina,25,-0.1021,-0.1540,0.9038,-0.4543,0.2521
country,IS,JFM,frost_days,value,super,3,65.9314,68.7500,5.7342,51.6868,80.1759
country,IS,JFM,frost_days,value,elnino,20,59.8625,61.9167,13.3689,54.0248,65.2084
country,IS,JFM,frost_days,value,neutral,29,59.8603,62.5000,11.4117,55.5842,63.7597
country,IS,JFM,frost_days,value,lanina,25,59.2100,60.0000,11.4369,54.9097,63.7202
country,IS,JFM,frost_days,anom,super,3,9.2381,11.0333,5.2112,-3.7071,22.1833
country,IS,JFM,frost_days,anom,elnino,20,2.1000,5.5333,13.9588,-4.1008,8.0338
country,IS,JFM,frost_days,anom,neutral,29,1.4936,3.7000,11.2372,-2.5760,5.3989
country,IS,JFM,frost_days,anom,lanina,25,1.8500,1.3667,11.5829,-2.6336,6.3468
country,IS,JFM,frost_days,anom_dt,super,3,6.5574,8.4213,3.6245,-2.4462,15.5611
country,IS,JFM,frost_days,anom_dt,elnino,20,0.0932,4.5005,13.3147,-5.8209,5.4613
country,IS,JFM,frost_days,anom_dt,neutral,29,-0.6022,2.7270,10.5707,-4.4651,3.0704
country,IS,JFM,frost_days,anom_dt,lanina,25,-0.4700,-0.7718,10.9719,-4.5559,3.8795
country,IS,JFM,ice_days,value,super,3,22.0337,23.7500,7.3278,3.8303,40.2370
country,IS,JFM,ice_days,value,elnino,20,22.0208,18.0417,11.1641,17.4249,26.8708
country,IS,JFM,ice_days,value,neutral,29,22.1698,21.0000,10.6749,18.3792,25.8711
country,IS,JFM,ice_days,value,lanina,25,19.8667,21.7500,8.8927,16.4832,23.4400
country,IS,JFM,ice_days,anom,super,3,5.6338,6.8110,6.6462,-10.8762,22.1438
country,IS,JFM,ice_days,anom,elnino,20,5.0943,1.9777,10.5350,0.6443,9.7452
country,IS,JFM,ice_days,anom,neutral,29,4.7463,3.1443,10.1686,1.0563,8.4559
country,IS,JFM,ice_days,anom,lanina,25,3.2110,4.1443,8.5147,-0.0293,6.5043
country,IS,JFM,ice_days,anom_dt,super,3,2.2198,2.4983,2.9914,-5.2111,9.6508
country,IS,JFM,ice_days,anom_dt,elnino,20,0.8659,0.5753,9.7140,-3.1531,4.9472
country,IS,JFM,ice_days,anom_dt,neutral,29,-0.4422,-1.6747,9.2082,-3.6422,2.9089
country,IS,JFM,ice_days,anom_dt,lanina,25,-0.9587,-1.1643,7.6902,-3.9414,1.9751
country,IS,JFM,precip,value,super,2,275.4167,275.4167,60.1276,-264.8088,815.6421
country,IS,JFM,precip,value,elnino,12,254.0976,252.4000,67.2393,218.2408,291.4633
country,IS,JFM,precip,value,neutral,22,256.4159,260.7000,69.7727,229.1273,284.3338
country,IS,JFM,precip,value,lanina,14,273.8516,245.2000,87.4265,231.3686,319.5424
country,IS,JFM,precip,anom_dt,super,2,-23.7032,-23.7032,82.8543,-768.1195,720.7131
country,IS,JFM,precip,anom_dt,elnino,12,-8.1546,-19.9293,55.9180,-37.5753,22.1779
country,IS,JFM,precip,anom_dt,neutral,22,-0.8165,-22.2653,60.1944,-24.5575,24.2145
country,IS,JFM,precip,anom_dt,lanina,14,9.3556,-19.0272,92.7319,-38.7617,57.0334
country,IS,JFM,precip_days,value,super,2,42.1667,42.1667,8.2496,-31.9529,116.2862
country,IS,JFM,precip_days,value,elnino,12,38.8329,38.1667,7.8972,34.8909,43.2476
country,IS,JFM,precip_days,value,neutral,22,39.6817,39.5000,7.7115,36.5601,42.7576
country,IS,JFM,precip_days,value,lanina,14,42.9261,39.1667,11.0133,37.9834,48.9138
country,IS,JFM,precip_days,anom_dt,super,2,-2.4730,-2.4730,11.0101,-101.3950,96.4490
